organisation1_name,organisation2_name,num_of_projects
GRIFFITH UNIVERSITY,ST MARY'S UNIVERSITY TWICKENHAM,1
GRIFFITH UNIVERSITY,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
GRIFFITH UNIVERSITY,TERVEYDEN JA HYVINVOINNIN LAITOS,1
GRIFFITH UNIVERSITY,THE UNIVERSITY OF STIRLING,1
GRIFFITH UNIVERSITY,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
GRIFFITH UNIVERSITY,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,IZMIR BAKIRCAY UNIVERSITESI,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,KATHOLIEKE UNIVERSITEIT LEUVEN,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,NATIONAL SUICIDE RESEARCH FOUNDATION,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,PER MENDJE TE SHENDOSHE,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,PINTAIL LTD,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,ST MARY'S UNIVERSITY TWICKENHAM,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,TERVEYDEN JA HYVINVOINNIN LAITOS,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,THE UNIVERSITY OF STIRLING,1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
INNOVAGENCY CONSULTORIA TECNOLOGIAE COMUNICACAO SA,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,IZMIR BAKIRCAY UNIVERSITESI,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,KATHOLIEKE UNIVERSITEIT LEUVEN,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,NATIONAL SUICIDE RESEARCH FOUNDATION,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,PER MENDJE TE SHENDOSHE,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,PINTAIL LTD,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,ST MARY'S UNIVERSITY TWICKENHAM,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,TERVEYDEN JA HYVINVOINNIN LAITOS,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,THE UNIVERSITY OF STIRLING,1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
INSTITUTO DE SAUDE PUBLICA DA UNIVERSIDADE DO PORTO,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
IZMIR BAKIRCAY UNIVERSITESI,KATHOLIEKE UNIVERSITEIT LEUVEN,1
IZMIR BAKIRCAY UNIVERSITESI,NATIONAL SUICIDE RESEARCH FOUNDATION,1
IZMIR BAKIRCAY UNIVERSITESI,PER MENDJE TE SHENDOSHE,1
IZMIR BAKIRCAY UNIVERSITESI,PINTAIL LTD,1
IZMIR BAKIRCAY UNIVERSITESI,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
IZMIR BAKIRCAY UNIVERSITESI,ST MARY'S UNIVERSITY TWICKENHAM,1
IZMIR BAKIRCAY UNIVERSITESI,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
IZMIR BAKIRCAY UNIVERSITESI,TERVEYDEN JA HYVINVOINNIN LAITOS,1
IZMIR BAKIRCAY UNIVERSITESI,THE UNIVERSITY OF STIRLING,1
IZMIR BAKIRCAY UNIVERSITESI,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
IZMIR BAKIRCAY UNIVERSITESI,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
KATHOLIEKE UNIVERSITEIT LEUVEN,NATIONAL SUICIDE RESEARCH FOUNDATION,1
KATHOLIEKE UNIVERSITEIT LEUVEN,PER MENDJE TE SHENDOSHE,1
KATHOLIEKE UNIVERSITEIT LEUVEN,PINTAIL LTD,1
KATHOLIEKE UNIVERSITEIT LEUVEN,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
KATHOLIEKE UNIVERSITEIT LEUVEN,ST MARY'S UNIVERSITY TWICKENHAM,1
KATHOLIEKE UNIVERSITEIT LEUVEN,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
KATHOLIEKE UNIVERSITEIT LEUVEN,TERVEYDEN JA HYVINVOINNIN LAITOS,2
KATHOLIEKE UNIVERSITEIT LEUVEN,THE UNIVERSITY OF STIRLING,1
KATHOLIEKE UNIVERSITEIT LEUVEN,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
NATIONAL SUICIDE RESEARCH FOUNDATION,PER MENDJE TE SHENDOSHE,1
NATIONAL SUICIDE RESEARCH FOUNDATION,PINTAIL LTD,1
NATIONAL SUICIDE RESEARCH FOUNDATION,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
NATIONAL SUICIDE RESEARCH FOUNDATION,ST MARY'S UNIVERSITY TWICKENHAM,1
NATIONAL SUICIDE RESEARCH FOUNDATION,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
NATIONAL SUICIDE RESEARCH FOUNDATION,TERVEYDEN JA HYVINVOINNIN LAITOS,1
NATIONAL SUICIDE RESEARCH FOUNDATION,THE UNIVERSITY OF STIRLING,1
NATIONAL SUICIDE RESEARCH FOUNDATION,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
NATIONAL SUICIDE RESEARCH FOUNDATION,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
PER MENDJE TE SHENDOSHE,PINTAIL LTD,1
PER MENDJE TE SHENDOSHE,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
PER MENDJE TE SHENDOSHE,ST MARY'S UNIVERSITY TWICKENHAM,1
PER MENDJE TE SHENDOSHE,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
PER MENDJE TE SHENDOSHE,TERVEYDEN JA HYVINVOINNIN LAITOS,1
PER MENDJE TE SHENDOSHE,THE UNIVERSITY OF STIRLING,1
PER MENDJE TE SHENDOSHE,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
PER MENDJE TE SHENDOSHE,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
PINTAIL LTD,QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,1
PINTAIL LTD,ST MARY'S UNIVERSITY TWICKENHAM,1
PINTAIL LTD,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
PINTAIL LTD,TERVEYDEN JA HYVINVOINNIN LAITOS,1
PINTAIL LTD,THE UNIVERSITY OF STIRLING,1
PINTAIL LTD,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
PINTAIL LTD,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,ST MARY'S UNIVERSITY TWICKENHAM,1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,TERVEYDEN JA HYVINVOINNIN LAITOS,1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,THE UNIVERSITY OF STIRLING,1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
QENDRES SE SHENDETIT DHE MIREQENIES KOMUNITARE,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
ST MARY'S UNIVERSITY TWICKENHAM,STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,1
ST MARY'S UNIVERSITY TWICKENHAM,TERVEYDEN JA HYVINVOINNIN LAITOS,1
ST MARY'S UNIVERSITY TWICKENHAM,THE UNIVERSITY OF STIRLING,1
ST MARY'S UNIVERSITY TWICKENHAM,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
ST MARY'S UNIVERSITY TWICKENHAM,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,TERVEYDEN JA HYVINVOINNIN LAITOS,1
STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,THE UNIVERSITY OF STIRLING,1
STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
STIFTUNG DEUTSCHE DEPRESSIONSHILFE UND SUIZIDPRAEVENTION,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
TERVEYDEN JA HYVINVOINNIN LAITOS,THE UNIVERSITY OF STIRLING,1
TERVEYDEN JA HYVINVOINNIN LAITOS,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
THE UNIVERSITY OF STIRLING,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",2
THE UNIVERSITY OF STIRLING,VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",VEGEKEN EGESZSEGLELEKTANI ALAPITVANY,1
CROWDHELIX LIMITED,EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,1
CROWDHELIX LIMITED,MCMASTER UNIVERSITY,1
CROWDHELIX LIMITED,STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,1
CROWDHELIX LIMITED,THE QUEEN'S UNIVERSITY OF BELFAST,1
CROWDHELIX LIMITED,UNIVERSIDADE CATOLICA PORTUGUESA,1
CROWDHELIX LIMITED,UNIVERSITA DEGLI STUDI DI TORINO,1
CROWDHELIX LIMITED,UNIVERSITY OF LANCASTER,1
CROWDHELIX LIMITED,UNIVERZITA KARLOVA,1
CROWDHELIX LIMITED,UNIWERSYTET JAGIELLONSKI,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,MCMASTER UNIVERSITY,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,Masarykova univerzita,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,THE QUEEN'S UNIVERSITY OF BELFAST,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,UNIVERSITA DEGLI STUDI DI TORINO,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,UNIVERZA V LJUBLJANI,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,UNIVERZITA KARLOVA,1
EUROPEAN ASSOCIATION FOR PALLIATIVE CARE,UNIWERSYTET JAGIELLONSKI,1
MCMASTER UNIVERSITY,Masarykova univerzita,1
MCMASTER UNIVERSITY,STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,1
MCMASTER UNIVERSITY,THE QUEEN'S UNIVERSITY OF BELFAST,1
MCMASTER UNIVERSITY,UNIVERSIDADE CATOLICA PORTUGUESA,1
MCMASTER UNIVERSITY,UNIVERSITA DEGLI STUDI DI TORINO,1
MCMASTER UNIVERSITY,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
MCMASTER UNIVERSITY,UNIVERSITY OF LANCASTER,1
MCMASTER UNIVERSITY,UNIVERZA V LJUBLJANI,1
MCMASTER UNIVERSITY,UNIVERZITA KARLOVA,1
MCMASTER UNIVERSITY,UNIWERSYTET JAGIELLONSKI,1
Masarykova univerzita,THE QUEEN'S UNIVERSITY OF BELFAST,1
Masarykova univerzita,UNIVERSIDADE CATOLICA PORTUGUESA,1
Masarykova univerzita,UNIVERSITA DEGLI STUDI DI TORINO,1
Masarykova univerzita,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
Masarykova univerzita,UNIVERSITY OF LANCASTER,1
Masarykova univerzita,UNIWERSYTET JAGIELLONSKI,1
STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,THE QUEEN'S UNIVERSITY OF BELFAST,2
STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIVERSIDADE CATOLICA PORTUGUESA,1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIVERSITA DEGLI STUDI DI TORINO,1
THE QUEEN'S UNIVERSITY OF BELFAST,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIVERSITY OF LANCASTER,1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIVERZA V LJUBLJANI,1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIVERZITA KARLOVA,1
THE QUEEN'S UNIVERSITY OF BELFAST,UNIWERSYTET JAGIELLONSKI,1
UNIVERSIDADE CATOLICA PORTUGUESA,UNIVERSITA DEGLI STUDI DI TORINO,1
UNIVERSIDADE CATOLICA PORTUGUESA,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",1
UNIVERSIDADE CATOLICA PORTUGUESA,UNIVERZA V LJUBLJANI,1
UNIVERSIDADE CATOLICA PORTUGUESA,UNIVERZITA KARLOVA,1
UNIVERSIDADE CATOLICA PORTUGUESA,UNIWERSYTET JAGIELLONSKI,1
UNIVERSITA DEGLI STUDI DI TORINO,UNIVERSITY OF LANCASTER,1
UNIVERSITA DEGLI STUDI DI TORINO,UNIWERSYTET JAGIELLONSKI,1
"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",UNIVERZA V LJUBLJANI,1
"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",UNIWERSYTET JAGIELLONSKI,1
UNIVERSITY OF LANCASTER,UNIVERZA V LJUBLJANI,1
UNIVERSITY OF LANCASTER,UNIWERSYTET JAGIELLONSKI,1
UNIVERZA V LJUBLJANI,UNIVERZITA KARLOVA,1
UNIVERZA V LJUBLJANI,UNIWERSYTET JAGIELLONSKI,2
UNIVERZITA KARLOVA,UNIWERSYTET JAGIELLONSKI,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,MINISTRY OF HEALTH,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,PIRKANMAAN HYVINVOINTIALUE,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,SOFTWARE IMAGINATION & VISION SRL,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,SYNYO GmbH,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,TARTU ULIKOOL,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,TECHNISCHE UNIVERSITAT DARMSTADT,2
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,TRILATERAL RESEARCH LIMITED,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,UNIVERSITY OF HAMBURG,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,VERACELL OY,1
ARISTOTELIO PANEPISTIMIO THESSALONIKIS,WELLICS EFARMOGES EREVNAS KAI PLIROFORIKIS MONOPROSOPI I.K.E.,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,MINISTRY OF HEALTH,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,PIRKANMAAN HYVINVOINTIALUE,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,SOFTWARE IMAGINATION & VISION SRL,2
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,SYNYO GmbH,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,TAMPEREEN KORKEAKOULUSAATIO SR,2
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,VERACELL OY,1
ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,WELLICS EFARMOGES EREVNAS KAI PLIROFORIKIS MONOPROSOPI I.K.E.,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,MINISTRY OF HEALTH,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,PIRKANMAAN HYVINVOINTIALUE,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,SOFTWARE IMAGINATION & VISION SRL,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,SYNYO GmbH,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,TAMPEREEN KORKEAKOULUSAATIO SR,3
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,TARTU ULIKOOL,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,TECHNISCHE UNIVERSITAT DARMSTADT,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,TRILATERAL RESEARCH LIMITED,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,UNIVERSITY OF HAMBURG,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,VERACELL OY,1
FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,WELLICS EFARMOGES EREVNAS KAI PLIROFORIKIS MONOPROSOPI I.K.E.,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,MINISTRY OF HEALTH,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,PIRKANMAAN HYVINVOINTIALUE,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,SOFTWARE IMAGINATION & VISION SRL,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,SYNYO GmbH,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,TAMPEREEN KORKEAKOULUSAATIO SR,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,TARTU ULIKOOL,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,TECHNISCHE UNIVERSITAT DARMSTADT,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,TRILATERAL RESEARCH LIMITED,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,UNIVERSITY OF HAMBURG,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,VERACELL OY,1
IATRIKO ATHINON EMPORIKI ANONYMOS ETAIREIA,WELLICS EFARMOGES EREVNAS KAI PLIROFORIKIS MONOPROSOPI I.K.E.,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,KAUNO TECHNOLOGIJOS UNIVERSITETAS,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,MINISTRY OF HEALTH,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,PIRKANMAAN HYVINVOINTIALUE,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,SOFTWARE IMAGINATION & VISION SRL,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,SYNYO GmbH,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,TAMPEREEN KORKEAKOULUSAATIO SR,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,TARTU ULIKOOL,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,TECHNISCHE UNIVERSITAT DARMSTADT,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,TRILATERAL RESEARCH LIMITED,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,UNIVERSITY OF HAMBURG,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,VERACELL OY,1
INSTITUTIA MEDICO-SANITARA PUBLICA 'INSTITUTUL DE CARDIOLOGIE' IN PROCES DE REORGANIZARE,WELLICS EFARMOGES EREVNAS KAI PLIROFORIKIS MONOPROSOPI I.K.E.,1
KAUNO TECHNOLOGIJOS UNIVERSITETAS,MEDICAL RESEARCH FOUNDATION DEVELOPMENT OF INFRASTRUCTURE AND HEALTH SERVICES NEAR HILLEL YAFFE MEDICAL CENTER,1
KAUNO TECHNOLOGIJOS UNIVERSITETAS,MINISTRY OF HEALTH,1
KAUNO TECHNOLOGIJOS UNIVERSITETAS,PIRKANMAAN HYVINVOINTIALUE,1
KAUNO TECHNOLOGIJOS UNIVERSITETAS,SOFTWARE IMAGINATION & VISION SRL,1
KAUNO TECHNOLOGIJOS UNIVERSITETAS,SYNYO GmbH,1
