organisation1_name,organisation2_name,num_of_projects
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NUCLEAR TRANSPARENCY WATCH,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,ORANO SUPPORT,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,PAUL SCHERRER INSTITUT,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,POLITECNICO DI MILANO,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,POSIVA OY,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,REGIA AUTONOMA TEHNOLOGII PENTRU ENERGIA NUCLEARA - RATEN,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,Radioactive Waste Repository Authority,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,STRALSAKERHETSMYNDIGHETEN,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,STUDIECENTRUM VOOR KERNENERGIE / CENTRE D'ETUDE DE L'ENERGIE NUCLEAIRE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,Sandia Corporation,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TARTU ULIKOOL,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TECHNICAL UNIVERSITY OF SOFIA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TECHNICKA UNIVERZITA V LIBERCI,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TECHNISCHE UNIVERSITEIT DELFT,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TEOLLISUUDEN VOIMA OYJ,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,THE UNIVERSITY OF MANCHESTER,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TRACTEBEL ENGINEERING S.A.,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TS ENERCON MERNOKIRODA KFT,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,TURUN YLIOPISTO,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UJV REZ AS,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNITED KINGDOM RESEARCH AND INNOVATION,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDAD AUTONOMA DE MADRID,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDAD DE GRANADA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDAD DE SEVILLA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDAD POLITECNICA DE MADRID,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSIDADE DA CORUNA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITA DEGLI STUDI DI PARMA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITA DI PISA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITAET BERN,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITAT POLITECNICA DE CATALUNYA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE D'ORLEANS,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE DE LIEGE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE DE LILLE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE DE LORRAINE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE DE MONTPELLIER,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITE DE POITIERS,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITY OF BRISTOL,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITY OF LANCASTER,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERSITY OF STRATHCLYDE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIVERZITA KARLOVA,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UNIWERSYTET WARSZAWSKI,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,UT BATTELLE LLC,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,ZAVOD ZA GRADBENISTVO SLOVENIJE,1
KUNGLIGA TEKNISKA HOEGSKOLAN,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
KUNGLIGA TEKNISKA HOEGSKOLAN,MERIENCE SCP,1
KUNGLIGA TEKNISKA HOEGSKOLAN,MITTA ENGINEERING OY,1
KUNGLIGA TEKNISKA HOEGSKOLAN,NARODNY JADROVY FOND,1
KUNGLIGA TEKNISKA HOEGSKOLAN,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
KUNGLIGA TEKNISKA HOEGSKOLAN,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
KUNGLIGA TEKNISKA HOEGSKOLAN,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
KUNGLIGA TEKNISKA HOEGSKOLAN,NUCLEAR TRANSPARENCY WATCH,1
KUNGLIGA TEKNISKA HOEGSKOLAN,ORANO SUPPORT,1
KUNGLIGA TEKNISKA HOEGSKOLAN,POSIVA OY,1
KUNGLIGA TEKNISKA HOEGSKOLAN,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
KUNGLIGA TEKNISKA HOEGSKOLAN,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
KUNGLIGA TEKNISKA HOEGSKOLAN,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
KUNGLIGA TEKNISKA HOEGSKOLAN,Radioactive Waste Repository Authority,1
KUNGLIGA TEKNISKA HOEGSKOLAN,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
KUNGLIGA TEKNISKA HOEGSKOLAN,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
KUNGLIGA TEKNISKA HOEGSKOLAN,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
KUNGLIGA TEKNISKA HOEGSKOLAN,Sandia Corporation,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TARTU ULIKOOL,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TECHNICAL UNIVERSITY OF SOFIA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TECHNICKA UNIVERZITA V LIBERCI,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TEOLLISUUDEN VOIMA OYJ,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TS ENERCON MERNOKIRODA KFT,1
KUNGLIGA TEKNISKA HOEGSKOLAN,TURUN YLIOPISTO,2
KUNGLIGA TEKNISKA HOEGSKOLAN,UNITED KINGDOM RESEARCH AND INNOVATION,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSIDAD AUTONOMA DE MADRID,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSIDAD DE SEVILLA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSIDADE DA CORUNA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITA DEGLI STUDI DI PARMA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITE D'ORLEANS,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITE DE LILLE,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITE DE MONTPELLIER,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITE DE POITIERS,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITY OF BRISTOL,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITY OF LANCASTER,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERSITY OF STRATHCLYDE,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UNIVERZITA KARLOVA,1
KUNGLIGA TEKNISKA HOEGSKOLAN,UT BATTELLE LLC,1
KUNGLIGA TEKNISKA HOEGSKOLAN,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
KUNGLIGA TEKNISKA HOEGSKOLAN,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,2
KUNGLIGA TEKNISKA HOEGSKOLAN,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
LIETUVOS ENERGETIKOS INSTITUTAS,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
LIETUVOS ENERGETIKOS INSTITUTAS,MERIENCE SCP,1
LIETUVOS ENERGETIKOS INSTITUTAS,MITTA ENGINEERING OY,1
LIETUVOS ENERGETIKOS INSTITUTAS,NARODNY JADROVY FOND,1
LIETUVOS ENERGETIKOS INSTITUTAS,NATIONAL NUCLEAR LABORATORY LIMITED,1
LIETUVOS ENERGETIKOS INSTITUTAS,NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1
LIETUVOS ENERGETIKOS INSTITUTAS,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
LIETUVOS ENERGETIKOS INSTITUTAS,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
LIETUVOS ENERGETIKOS INSTITUTAS,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,2
LIETUVOS ENERGETIKOS INSTITUTAS,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
LIETUVOS ENERGETIKOS INSTITUTAS,NUCLEAR TRANSPARENCY WATCH,1
LIETUVOS ENERGETIKOS INSTITUTAS,ORANO SUPPORT,1
LIETUVOS ENERGETIKOS INSTITUTAS,POSIVA OY,1
LIETUVOS ENERGETIKOS INSTITUTAS,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
LIETUVOS ENERGETIKOS INSTITUTAS,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
LIETUVOS ENERGETIKOS INSTITUTAS,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
LIETUVOS ENERGETIKOS INSTITUTAS,REGIA AUTONOMA TEHNOLOGII PENTRU ENERGIA NUCLEARA - RATEN,1
LIETUVOS ENERGETIKOS INSTITUTAS,Radioactive Waste Repository Authority,1
LIETUVOS ENERGETIKOS INSTITUTAS,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1
LIETUVOS ENERGETIKOS INSTITUTAS,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
LIETUVOS ENERGETIKOS INSTITUTAS,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
LIETUVOS ENERGETIKOS INSTITUTAS,STRALSAKERHETSMYNDIGHETEN,1
LIETUVOS ENERGETIKOS INSTITUTAS,STUDIECENTRUM VOOR KERNENERGIE / CENTRE D'ETUDE DE L'ENERGIE NUCLEAIRE,1
LIETUVOS ENERGETIKOS INSTITUTAS,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
LIETUVOS ENERGETIKOS INSTITUTAS,Sandia Corporation,1
LIETUVOS ENERGETIKOS INSTITUTAS,TARTU ULIKOOL,1
LIETUVOS ENERGETIKOS INSTITUTAS,TECHNICAL UNIVERSITY OF SOFIA,1
LIETUVOS ENERGETIKOS INSTITUTAS,TECHNICKA UNIVERZITA V LIBERCI,1
LIETUVOS ENERGETIKOS INSTITUTAS,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
LIETUVOS ENERGETIKOS INSTITUTAS,TECHNISCHE UNIVERSITEIT DELFT,2
LIETUVOS ENERGETIKOS INSTITUTAS,TEOLLISUUDEN VOIMA OYJ,1
LIETUVOS ENERGETIKOS INSTITUTAS,THE UNIVERSITY OF MANCHESTER,1
LIETUVOS ENERGETIKOS INSTITUTAS,TS ENERCON MERNOKIRODA KFT,1
LIETUVOS ENERGETIKOS INSTITUTAS,TURUN YLIOPISTO,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNITED KINGDOM RESEARCH AND INNOVATION,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDAD AUTONOMA DE MADRID,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDAD DE GRANADA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDAD DE SEVILLA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDAD POLITECNICA DE MADRID,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSIDADE DA CORUNA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITA DEGLI STUDI DI PARMA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITAET BERN,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITAT POLITECNICA DE CATALUNYA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE D'ORLEANS,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE DE LIEGE,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE DE LILLE,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE DE LORRAINE,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE DE MONTPELLIER,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITE DE POITIERS,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITY OF BRISTOL,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITY OF LANCASTER,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERSITY OF STRATHCLYDE,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIVERZITA KARLOVA,1
LIETUVOS ENERGETIKOS INSTITUTAS,UNIWERSYTET WARSZAWSKI,1
LIETUVOS ENERGETIKOS INSTITUTAS,UT BATTELLE LLC,1
LIETUVOS ENERGETIKOS INSTITUTAS,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
LIETUVOS ENERGETIKOS INSTITUTAS,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
LIETUVOS ENERGETIKOS INSTITUTAS,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
LIETUVOS ENERGETIKOS INSTITUTAS,ZAVOD ZA GRADBENISTVO SLOVENIJE,1
LIMITED LIABILITY COMPANY ENERGORISK,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
LIMITED LIABILITY COMPANY ENERGORISK,MERIENCE SCP,1
LIMITED LIABILITY COMPANY ENERGORISK,MITTA ENGINEERING OY,1
LIMITED LIABILITY COMPANY ENERGORISK,NARODNY JADROVY FOND,1
LIMITED LIABILITY COMPANY ENERGORISK,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
LIMITED LIABILITY COMPANY ENERGORISK,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
LIMITED LIABILITY COMPANY ENERGORISK,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
LIMITED LIABILITY COMPANY ENERGORISK,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
LIMITED LIABILITY COMPANY ENERGORISK,NUCLEAR TRANSPARENCY WATCH,1
LIMITED LIABILITY COMPANY ENERGORISK,ORANO SUPPORT,1
LIMITED LIABILITY COMPANY ENERGORISK,POSIVA OY,1
LIMITED LIABILITY COMPANY ENERGORISK,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
LIMITED LIABILITY COMPANY ENERGORISK,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
LIMITED LIABILITY COMPANY ENERGORISK,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
LIMITED LIABILITY COMPANY ENERGORISK,Radioactive Waste Repository Authority,1
LIMITED LIABILITY COMPANY ENERGORISK,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
LIMITED LIABILITY COMPANY ENERGORISK,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
LIMITED LIABILITY COMPANY ENERGORISK,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
LIMITED LIABILITY COMPANY ENERGORISK,Sandia Corporation,1
LIMITED LIABILITY COMPANY ENERGORISK,TARTU ULIKOOL,1
LIMITED LIABILITY COMPANY ENERGORISK,TECHNICAL UNIVERSITY OF SOFIA,1
LIMITED LIABILITY COMPANY ENERGORISK,TECHNICKA UNIVERZITA V LIBERCI,1
LIMITED LIABILITY COMPANY ENERGORISK,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
LIMITED LIABILITY COMPANY ENERGORISK,TECHNISCHE UNIVERSITEIT DELFT,1
LIMITED LIABILITY COMPANY ENERGORISK,TEOLLISUUDEN VOIMA OYJ,1
LIMITED LIABILITY COMPANY ENERGORISK,THE UNIVERSITY OF MANCHESTER,1
LIMITED LIABILITY COMPANY ENERGORISK,TS ENERCON MERNOKIRODA KFT,1
LIMITED LIABILITY COMPANY ENERGORISK,TURUN YLIOPISTO,1
LIMITED LIABILITY COMPANY ENERGORISK,UNITED KINGDOM RESEARCH AND INNOVATION,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSIDAD AUTONOMA DE MADRID,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSIDAD DE GRANADA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSIDAD DE SEVILLA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSIDADE DA CORUNA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITA DEGLI STUDI DI PARMA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITAET BERN,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITAT POLITECNICA DE CATALUNYA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE D'ORLEANS,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE DE LIEGE,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE DE LILLE,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE DE LORRAINE,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE DE MONTPELLIER,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITE DE POITIERS,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITY OF BRISTOL,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITY OF LANCASTER,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERSITY OF STRATHCLYDE,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIVERZITA KARLOVA,1
LIMITED LIABILITY COMPANY ENERGORISK,UNIWERSYTET WARSZAWSKI,1
LIMITED LIABILITY COMPANY ENERGORISK,UT BATTELLE LLC,1
LIMITED LIABILITY COMPANY ENERGORISK,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
LIMITED LIABILITY COMPANY ENERGORISK,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
LIMITED LIABILITY COMPANY ENERGORISK,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,MERIENCE SCP,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,MITTA ENGINEERING OY,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NARODNY JADROVY FOND,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NATIONAL NUCLEAR LABORATORY LIMITED,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NUCLEAR RESEARCH AND CONSULTANCY GROUP,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,NUCLEAR TRANSPARENCY WATCH,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,ORANO SUPPORT,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,PAUL SCHERRER INSTITUT,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,POLITECNICO DI MILANO,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,POSIVA OY,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,REGIA AUTONOMA TEHNOLOGII PENTRU ENERGIA NUCLEARA - RATEN,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,Radioactive Waste Repository Authority,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,STRALSAKERHETSMYNDIGHETEN,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,STUDIECENTRUM VOOR KERNENERGIE / CENTRE D'ETUDE DE L'ENERGIE NUCLEAIRE,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,Sandia Corporation,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TARTU ULIKOOL,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TECHNICAL UNIVERSITY OF SOFIA,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TECHNICKA UNIVERZITA V LIBERCI,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TECHNISCHE UNIVERSITEIT DELFT,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TEOLLISUUDEN VOIMA OYJ,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,THE UNIVERSITY OF MANCHESTER,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TRACTEBEL ENGINEERING S.A.,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TS ENERCON MERNOKIRODA KFT,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,TURUN YLIOPISTO,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,UJV REZ AS,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,UNITED KINGDOM RESEARCH AND INNOVATION,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,UNIVERSIDAD AUTONOMA DE MADRID,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
Lawrence Berkeley National Laboratory Energy Geosciences Division,UNIVERSIDAD DE GRANADA,1
